Supplementary Data 1. 3'aTWAS genes of 11 brain disorders.,,,,,,,,,,
Disease,PANEL,Transcript ID,Gene symbol,3'aTWAS.Z,3'aTWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4
SCZ,Brain_Putamen_basal_ganglia,ALL.NM_032856@WDR73@chr15@-,WDR73,-4.677,2.91E-06,0,0,0.248,0.346,0.406
SCZ,Brain_Putamen_basal_ganglia,ALL.NM_024516@PAGR1@chr16@+,PAGR1,-7.032,2.04E-12,0,0,0.05,0.04,0.91
SCZ,Brain_Putamen_basal_ganglia,ALL.NM_000977@RPL13@chr16@+,RPL13,4.288,1.80E-05,0,0.003,0,0.943,0.054
SCZ,Brain_Putamen_basal_ganglia,ALL.NM_001243131@RPL13@chr16@+,RPL13,4.288,1.80E-05,0,0.003,0,0.943,0.054
SCZ,Brain_Putamen_basal_ganglia,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,-5.723,1.05E-08,0.001,0,0.145,0.01,0.844
SCZ,Brain_Putamen_basal_ganglia,ALL.NM_001165962@ELAC2@chr17@-,ELAC2,-5.512,3.55E-08,0,0,0,0.003,0.997
SCZ,Brain_Putamen_basal_ganglia,ALL.NM_001291581@RABEP1@chr17@+,RABEP1,-4.664,3.11E-06,0,0.016,0,0.005,0.979
SCZ,Brain_Putamen_basal_ganglia,ALL.NM_014337@PPIL2@chr22@+,PPIL2,4.171,3.04E-05,0,0.031,0,0.069,0.9
SCZ,Brain_Putamen_basal_ganglia,ALL.NM_001362848@NAGA@chr22@-,NAGA,6.195,5.82E-10,0,0,0.078,0.054,0.867
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_201397@GPX1@chr3@-,GPX1,-4.09,4.31E-05,0.36,0.328,0.031,0.028,0.253
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001042601@TTC14@chr3@+,TTC14,4.809,1.51E-06,0,0,0.681,0.182,0.137
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001200016@NAA80@chr3@-,NAA80,-9.973,2.00E-23,0,0,0.006,0.002,0.992
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001008388@CISD2@chr4@+,CISD2,5.0802,3.77E-07,0,0.001,0.002,0.059,0.939
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_007308@SNCA@chr4@-,SNCA,-4.018,5.87E-05,0.441,0.061,0.189,0.026,0.284
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_144723@ZMAT2@chr5@+,ZMAT2,4.62,3.85E-06,0,0,0.289,0.093,0.618
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001185012@NDUFA2@chr5@-,NDUFA2,5.844,5.10E-09,0,0,0.265,0.074,0.662
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NR_033697@NDUFA2@chr5@-,NDUFA2,5.701,1.19E-08,0,0,0.258,0.088,0.654
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_002488@NDUFA2@chr5@-,NDUFA2,5.701,1.19E-08,0,0,0.258,0.088,0.654
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.0623,4.86E-05,0,0,0.314,0.025,0.66
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001166538@LST1_7@chr6@+,LST1,-4.3454,1.39E-05,0,0,0.607,0.073,0.32
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.4067,1.05E-05,0,0,0,0.99,0.01
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-6.343,2.25E-10,0,0,0,0.002,0.998
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NR_029461@LST1_7@chr6@+,LST1,-4.8621,1.16E-06,0,0,0.577,0.047,0.375
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001243965@HLA-DRB1_1@chr6@-,HLA-DRB1,-5.1223,3.02E-07,0,0,0,1,0
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_002122@HLA-DQA1_6@chr6@+,HLA-DQA1,-6.215,5.13E-10,0,0,0,1,0
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NR_029462@LST1_7@chr6@+,LST1,-6.0614,1.35E-09,0,0,0.486,0.042,0.472
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001164234@DDHD2@chr8@+,DDHD2,-4.972,6.64E-07,0,0,0.294,0.033,0.674
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001178081@STAT6@chr12@-,STAT6,-4.333,1.47E-05,0,0,0.004,0.949,0.047
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001303097@HIP1R@chr12@+,HIP1R,-4.232,2.32E-05,0,0,0.595,0.374,0.03
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001350935@ZCCHC8@chr12@-,ZCCHC8,-6.043,1.52E-09,0,0,0.791,0.063,0.146
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_000977@RPL13@chr16@+,RPL13,4.288,1.80E-05,0,0.003,0.001,0.942,0.054
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001243131@RPL13@chr16@+,RPL13,4.5353,5.75E-06,0.001,0.003,0.154,0.779,0.063
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001323512@AMFR@chr16@-,AMFR,-4.007,6.15E-05,0.001,0.161,0,0.022,0.816
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,-4.376,1.21E-05,0,0.001,0.011,0.121,0.867
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001165962@ELAC2@chr17@-,ELAC2,-5.512,3.55E-08,0,0,0,0.003,0.997
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001291581@RABEP1@chr17@+,RABEP1,-4.6027,4.17E-06,0,0.015,0,0.005,0.98
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NR_024484@LINC00909@chr18@-,LINC00909,-4.036,5.44E-05,0.029,0.07,0.146,0.353,0.402
SCZ,Brain_Spinal_cord_cervical_c-1,ALL.NM_001362848@NAGA@chr22@-,NAGA,6.626,3.45E-11,0,0,0.616,0.051,0.334
SCZ,Brain_Substantia_nigra,ALL.NM_001001653@MED8@chr1@-,MED8,-4.197,2.70E-05,0,0,0.015,0.985,0.001
SCZ,Brain_Substantia_nigra,ALL.NM_053274@GLMN@chr1@-,GLMN,4.16,3.18E-05,0.046,0.006,0.212,0.025,0.711
SCZ,Brain_Substantia_nigra,ALL.NM_144629@RFTN2@chr2@-,RFTN2,5.5094,3.60E-08,0,0,0.789,0.086,0.125
SCZ,Brain_Substantia_nigra,ALL.NR_033723@DNAJC19@chr3@-,DNAJC19,7.767,8.05E-15,0,0,0.204,0.016,0.78
SCZ,Brain_Substantia_nigra,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.171,2.32E-07,0,0,0.18,0.027,0.794
SCZ,Brain_Substantia_nigra,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.192,2.77E-05,0,0,0.016,0.29,0.694
SCZ,Brain_Substantia_nigra,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-7.103,1.22E-12,0,0,0.003,0.043,0.954
SCZ,Brain_Substantia_nigra,ALL.NM_002122@HLA-DQA1_6@chr6@+,HLA-DQA1,-6.081,1.19E-09,0,0,0,1,0
SCZ,Brain_Substantia_nigra,ALL.NM_001164234@DDHD2@chr8@+,DDHD2,-4.2314,2.32E-05,0,0,0,0.027,0.973
SCZ,Brain_Substantia_nigra,ALL.NM_001362913@DDHD2@chr8@+,DDHD2,-4.9825,6.28E-07,0,0,0.014,0.031,0.955
SCZ,Brain_Substantia_nigra,ALL.NM_015214@DDHD2@chr8@+,DDHD2,-4.9687,6.74E-07,0,0,0.018,0.031,0.951
SCZ,Brain_Substantia_nigra,ALL.NM_016226@VPS29@chr12@-,VPS29,-7.132,9.89E-13,0,0,0.592,0.365,0.042
SCZ,Brain_Substantia_nigra,ALL.NM_014630@ZNF592@chr15@+,ZNF592,5.856,4.73E-09,0,0,0.085,0.023,0.892
SCZ,Brain_Substantia_nigra,ALL.NM_000977@RPL13@chr16@+,RPL13,4.288,1.80E-05,0,0.003,0.006,0.937,0.054
SCZ,Brain_Substantia_nigra,ALL.NM_001243131@RPL13@chr16@+,RPL13,4.288,1.80E-05,0,0.003,0.126,0.817,0.053
SCZ,Brain_Substantia_nigra,ALL.NM_001323512@AMFR@chr16@-,AMFR,-3.9873,6.68E-05,0,0.196,0,0.027,0.777
SCZ,Brain_Substantia_nigra,ALL.NM_001291581@RABEP1@chr17@+,RABEP1,-4.542,5.57E-06,0,0.02,0,0.007,0.974
SCZ,Brain_Substantia_nigra,ALL.NM_013240@N6AMT1@chr21@-,N6AMT1,-4.2736,1.92E-05,0.066,0.009,0.655,0.089,0.182
SCZ,Brain_Substantia_nigra,ALL.NM_014337@PPIL2@chr22@+,PPIL2,3.91,9.21E-05,0,0.014,0.001,0.031,0.953
SCZ,PsychENCODE_DLPFC,ALL.NM_003162@STRN@2@-,STRN,4.8184,1.45E-06,0,0.001,0,0.48,0.52
SCZ,PsychENCODE_DLPFC,ALL.NM_001350025@NDUFAF7@2@+,NDUFAF7,5.7325,9.89E-09,0,0,0.005,0.207,0.788
SCZ,PsychENCODE_DLPFC,ALL.NR_144372@SNORC@2@+,SNORC,6.4492,1.12E-10,0,0,0.159,0.062,0.779
SCZ,PsychENCODE_DLPFC,ALL.NM_001375444@FOXN2@2@+,FOXN2,-5.7596,8.43E-09,0.001,0.003,0.003,0.015,0.978
SCZ,PsychENCODE_DLPFC,ALL.NR_109905@TYW5@2@-,TYW5,8.2769,1.26E-16,0,0,0.002,0.009,0.988
SCZ,PsychENCODE_DLPFC,ALL.NM_001304840@HECW2@2@-,HECW2,4.377,1.20E-05,0.001,0.096,0,0.045,0.858
SCZ,PsychENCODE_DLPFC,ALL.NM_004804@CIAO1@2@+,CIAO1,4.397,1.10E-05,0,0.037,0,0.008,0.955
SCZ,PsychENCODE_DLPFC,ALL.NM_144736@NDUFAF7@2@+,NDUFAF7,4.7149,2.42E-06,0,0,0.01,0.236,0.753
SCZ,PsychENCODE_DLPFC,ALL.NM_003590@CUL3@2@-,CUL3,5.7621,8.31E-09,0,0,0,0.005,0.995
SCZ,PsychENCODE_DLPFC,ALL.NM_001346122@SNORC@2@+,SNORC,6.4487,1.13E-10,0,0,0.158,0.062,0.78
SCZ,PsychENCODE_DLPFC,ALL.NM_000945@PPP3R1@2@-,PPP3R1,-4.702,2.58E-06,0.035,0.009,0.066,0.015,0.875
SCZ,PsychENCODE_DLPFC,ALL.NM_006569@CGREF1@2@-,CGREF1,4.5536,5.27E-06,0,0.017,0,0.044,0.94
SCZ,PsychENCODE_DLPFC,ALL.NM_001308824@SF3B1@2@-,SF3B1,6.26,3.85E-10,0,0,0.752,0.233,0.015
SCZ,PsychENCODE_DLPFC,ALL.NM_001322375@CEBPZOS@2@+,CEBPZOS,5.1462,2.66E-07,0,0,0.05,0.195,0.755
SCZ,PsychENCODE_DLPFC,ALL.NR_103492@GIGYF2@2@+,GIGYF2,7.838,4.58E-15,0,0,0,0.009,0.991
SCZ,PsychENCODE_DLPFC,ALL.NM_001103146@GIGYF2@2@+,GIGYF2,7.838,4.58E-15,0,0,0,0.009,0.991
SCZ,PsychENCODE_DLPFC,ALL.NM_001042601@TTC14@3@+,TTC14,4.58,4.65E-06,0,0,0.003,0.997,0
SCZ,PsychENCODE_DLPFC,ALL.NM_052859@RFT1@3@-,RFT1,-6.516,7.22E-11,0,0,0.585,0.405,0.01
SCZ,PsychENCODE_DLPFC,ALL.NM_198563@STIMATE@3@-,STIMATE,6.52705,6.71E-11,0,0,0.001,0.972,0.027
SCZ,PsychENCODE_DLPFC,ALL.NM_014041@SPCS1@3@+,SPCS1,-9.631,5.92E-22,0,0,0,0.001,0.999
SCZ,PsychENCODE_DLPFC,ALL.NM_001375288@SNCA@4@-,SNCA,-4.3058,1.66E-05,0,0.162,0,0.06,0.778
SCZ,PsychENCODE_DLPFC,ALL.NM_001300795@UBE2D3@4@-,UBE2D3,5.209,1.90E-07,0,0.001,0.006,0.053,0.94
SCZ,PsychENCODE_DLPFC,ALL.NM_198449@EMB@5@-,EMB,-5.977,2.27E-09,0,0,0.487,0.009,0.504
SCZ,PsychENCODE_DLPFC,ALL.NM_001007234@ERCC8@5@-,ERCC8,-7.36112,1.82E-13,0,0,0,0.088,0.912
SCZ,PsychENCODE_DLPFC,ALL.NM_003190@TAPBP_4@6@-,TAPBP,-6.0847,1.17E-09,0,0,0,0.082,0.918
SCZ,PsychENCODE_DLPFC,ALL.NM_001254717@DAXX_4@6@-,DAXX,-4.6991,2.61E-06,0,0,0,1,0
SCZ,PsychENCODE_DLPFC,ALL.NM_033554@HLA-DPA1_7@6@-,HLA-DPA1,4.9433,7.68E-07,0,0,0.577,0.046,0.377
SCZ,PsychENCODE_DLPFC,ALL.NM_001164234@DDHD2@8@+,DDHD2,-6.099,1.07E-09,0,0,0,0.021,0.979
SCZ,PsychENCODE_DLPFC,ALL.NR_138033@EMC2@8@+,EMC2,-4.3757,1.21E-05,0,0.086,0,0.023,0.891
SCZ,PsychENCODE_DLPFC,ALL.NM_014673@EMC2@8@+,EMC2,-4.3744,1.22E-05,0,0.087,0,0.023,0.891
SCZ,PsychENCODE_DLPFC,ALL.NM_001286724@FAM120A@9@+,FAM120A,4.53457,5.77E-06,0.059,0.003,0.857,0.044,0.036
SCZ,PsychENCODE_DLPFC,ALL.NM_032727@INA@10@+,INA,-4.296,1.74E-05,0,0,0,1,0
SCZ,PsychENCODE_DLPFC,ALL.NM_144591@BORCS7@10@+,BORCS7,-8.247,1.62E-16,0,0,0.801,0.185,0.014
SCZ,PsychENCODE_DLPFC,ALL.NM_004311@ARL3@10@-,ARL3,-8.51939,1.60E-17,0,0,0.001,0.163,0.836
SCZ,PsychENCODE_DLPFC,ALL.NM_001085465@CTNND1@11@+,CTNND1,5.983,2.19E-09,0,0,0,0.005,0.995
SCZ,PsychENCODE_DLPFC,ALL.NM_138342@GLB1L2@11@+,GLB1L2,-6.2281,4.72E-10,0,0,0,0.993,0.007
SCZ,PsychENCODE_DLPFC,ALL.NR_037646@TMX2-CTNND1@11@+,TMX2-CTNND1,5.983,2.19E-09,0,0,0.007,0.005,0.988
SCZ,PsychENCODE_DLPFC,ALL.NM_001178080@STAT6@12@-,STAT6,-4.48732,7.21E-06,0,0,0,0.999,0.001
SCZ,PsychENCODE_DLPFC,ALL.NM_016226@VPS29@12@-,VPS29,-7.132,9.89E-13,0,0,0,0.97,0.03
SCZ,PsychENCODE_DLPFC,ALL.NM_025140@CCDC92@12@-,CCDC92,4.369,1.25E-05,0,0.01,0,0.768,0.222
SCZ,PsychENCODE_DLPFC,ALL.NR_104099@VPS29@12@-,VPS29,-7.132,9.89E-13,0,0,0.743,0.237,0.02
SCZ,PsychENCODE_DLPFC,ALL.NM_019080@NDFIP2@13@+,NDFIP2,-6.04898,1.46E-09,0,0,0,0.027,0.973
SCZ,PsychENCODE_DLPFC,ALL.NM_024071@ZFYVE21@14@+,ZFYVE21,6.2165,5.08E-10,0,0,0.211,0.124,0.666
SCZ,PsychENCODE_DLPFC,ALL.NR_158216@LOC105370687@14@-,LOC105370687,-5.1288,2.92E-07,0,0,0,1,0
SCZ,PsychENCODE_DLPFC,ALL.NM_001198953@ZFYVE21@14@+,ZFYVE21,6.2165,5.08E-10,0,0,0.211,0.124,0.666
SCZ,PsychENCODE_DLPFC,ALL.NM_004998@MYO1E@15@-,MYO1E,-4.772,1.82E-06,0,0.006,0.001,0.068,0.925
SCZ,PsychENCODE_DLPFC,ALL.NR_166151@UBE2Q2L@15@+,UBE2Q2L,6.44,1.19E-10,0,0,0.415,0.232,0.353
SCZ,PsychENCODE_DLPFC,ALL.NM_014630@ZNF592@15@+,ZNF592,6.4963,8.23E-11,0,0,0,0.017,0.983
SCZ,PsychENCODE_DLPFC,ALL.NR_158192@LOC102724135@15@-,LOC102724135,5.9751,2.30E-09,0,0,0,0.284,0.716
SCZ,PsychENCODE_DLPFC,ALL.NM_033251@RPL13@16@+,RPL13,4.6208,3.82E-06,0,0.003,0,0.897,0.099
SCZ,PsychENCODE_DLPFC,ALL.NR_046418@CHMP1A@16@-,CHMP1A,4.611,4.01E-06,0,0.003,0.009,0.795,0.192
SCZ,PsychENCODE_DLPFC,ALL.NM_001303507@PPP4C@16@+,PPP4C,6.9577,3.46E-12,0,0,0.001,0.082,0.917
SCZ,PsychENCODE_DLPFC,ALL.NM_001199056@CDIP1@16@-,CDIP1,4.626,3.73E-06,0,0.01,0,0.233,0.756
SCZ,PsychENCODE_DLPFC,ALL.NM_013245@VPS4A@16@+,VPS4A,-4.5222,6.12E-06,0,0.024,0,0.022,0.953
SCZ,PsychENCODE_DLPFC,ALL.NM_001363805@ARL17B@17@-,ARL17B,5.021,5.14E-07,0.001,0.001,0.144,0.165,0.688
SCZ,PsychENCODE_DLPFC,ALL.NM_001330244@ARL17A_2@17@-,ARL17A,5.021,5.14E-07,0.001,0.001,0.159,0.162,0.676
SCZ,PsychENCODE_DLPFC,ALL.NM_001165962@ELAC2@17@-,ELAC2,-5.5052,3.69E-08,0,0,0,0.005,0.995
SCZ,PsychENCODE_DLPFC,ALL.NM_001291581@RABEP1@17@+,RABEP1,-4.2952,1.75E-05,0,0.019,0,0.007,0.974
SCZ,PsychENCODE_DLPFC,ALL.NR_131176@TXNL4A@18@-,TXNL4A,4.5009,6.77E-06,0,0,0,1,0
SCZ,PsychENCODE_DLPFC,ALL.NM_003404@YWHAB@20@+,YWHAB,-5.088,3.62E-07,0,0.001,0,0.005,0.993
SCZ,PsychENCODE_DLPFC,ALL.NM_014248@RBX1@22@+,RBX1,4.405,1.06E-05,0,0,0,0.995,0.005
SCZ,PsychENCODE_DLPFC,ALL.NM_002490@NDUFA6_2@22@-,NDUFA6,5.594,2.22E-08,0,0,0,0.986,0.014
SCZ,ROSMAP_DLPFC,ALL.NM_001297674@RPRD2_1@1@+,RPRD2,4.528,5.95E-06,0.008,0,0.919,0.036,0.036
SCZ,ROSMAP_DLPFC,ALL.NM_016274@PLEKHO1_1@1@+,PLEKHO1,-4.7158,2.41E-06,0,0,0,0.02,0.98
SCZ,ROSMAP_DLPFC,ALL.NM_001378806@FCGR1A_1@1@+,FCGR1A,-4.2419,2.22E-05,0.004,0,0.519,0.052,0.424
SCZ,ROSMAP_DLPFC,ALL.NM_004804@CIAO1@2@+,CIAO1,4.26,2.04E-05,0,0.064,0,0.015,0.921
SCZ,ROSMAP_DLPFC,ALL.NM_001103146@GIGYF2@2@+,GIGYF2,6.3313,2.43E-10,0,0,0.007,0.008,0.985
SCZ,ROSMAP_DLPFC,ALL.NM_003584@DUSP11@2@-,DUSP11,4.5758,4.74E-06,0.001,0,0.156,0.037,0.806
SCZ,ROSMAP_DLPFC,ALL.NM_006488@KHK@2@+,KHK,4.475,7.64E-06,0.001,0.025,0.002,0.065,0.907
SCZ,ROSMAP_DLPFC,ALL.NM_001375288@SNCA@4@-,SNCA,-4.39274,1.12E-05,0,0.036,0,0.012,0.952
SCZ,ROSMAP_DLPFC,ALL.NM_032457@PCDH7@4@+,PCDH7,-4.62,3.84E-06,0,0.012,0,0.163,0.826
SCZ,ROSMAP_DLPFC,ALL.NM_001008388@CISD2@4@+,CISD2,5.13509,2.82E-07,0,0.001,0,0.07,0.929
SCZ,ROSMAP_DLPFC,ALL.NM_144723@ZMAT2@5@+,ZMAT2,5.596,2.19E-08,0,0,0.019,0.224,0.757
SCZ,ROSMAP_DLPFC,ALL.NM_031860@PCDHA10_1@5@+,PCDHA10,4.198,2.69E-05,0,0,0,0.996,0.004
SCZ,ROSMAP_DLPFC,ALL.NM_002586@PBX2_6@6@-,PBX2,-5.446,5.16E-08,0,0,0,1,0
SCZ,ROSMAP_DLPFC,ALL.NM_001282385@CSNK2B_6@6@+,CSNK2B,-6.87,6.41E-12,0,0,0,1,0
SCZ,ROSMAP_DLPFC,ALL.NR_037171@LOC100507547_7@6@-,LOC100507547,6.854,7.18E-12,0,0,0,0.934,0.066
SCZ,ROSMAP_DLPFC,ALL.NM_002117@HLA-C_6@6@-,HLA-C,-6,1.97E-09,0,0,0,1,0
SCZ,ROSMAP_DLPFC,ALL.NR_120608@TUBB_7@6@+,TUBB,-9.834,8.06E-23,0,0,0,0,1
SCZ,ROSMAP_DLPFC,ALL.NM_001254717@DAXX_4@6@-,DAXX,-4.828,1.38E-06,0,0,0,1,0
SCZ,ROSMAP_DLPFC,ALL.NM_001293214@TUBB_7@6@+,TUBB,-9.169,4.77E-20,0,0,0,0.002,0.998
SCZ,ROSMAP_DLPFC,ALL.NM_001293213@TUBB_7@6@+,TUBB,-9.914,3.62E-23,0,0,0,0,1
SCZ,ROSMAP_DLPFC,ALL.NM_001320@CSNK2B_6@6@+,CSNK2B,-6.851,7.35E-12,0,0,0,1,0
SCZ,ROSMAP_DLPFC,ALL.NR_134539@ACTL6B@7@-,ACTL6B,-4.334,1.46E-05,0.001,0.031,0.013,0.335,0.62
SCZ,ROSMAP_DLPFC,ALL.NM_001354456@PLPP5@8@-,PLPP5,-5.861,4.60E-09,0,0,0.426,0.05,0.523
SCZ,ROSMAP_DLPFC,ALL.NR_045493@LSM1@8@-,LSM1,5.417,6.06E-08,0,0,0.343,0.345,0.312
SCZ,ROSMAP_DLPFC,ALL.NM_001164234@DDHD2@8@+,DDHD2,-6.293,3.11E-10,0,0,0,0.006,0.994
SCZ,ROSMAP_DLPFC,ALL.NM_001174067@FGFR1@8@-,FGFR1,5.3319,9.72E-08,0,0,0.294,0.028,0.677
SCZ,ROSMAP_DLPFC,ALL.NM_015850@FGFR1@8@-,FGFR1,5.3254,1.01E-07,0,0,0.29,0.028,0.681
SCZ,ROSMAP_DLPFC,ALL.NM_001366904@TSNARE1@8@-,TSNARE1,-6.3903,1.66E-10,0,0,0.003,0.985,0.012
SCZ,ROSMAP_DLPFC,ALL.NM_014462@LSM1@8@-,LSM1,5.417,6.06E-08,0,0,0.768,0.115,0.117
SCZ,ROSMAP_DLPFC,ALL.NM_004311@ARL3@10@-,ARL3,-6.74037,1.58E-11,0,0,0,0.997,0.003
SCZ,ROSMAP_DLPFC,ALL.NM_138342@GLB1L2@11@+,GLB1L2,-6.0561,1.39E-09,0,0,0,0.989,0.011
SCZ,ROSMAP_DLPFC,ALL.NM_001163296@MARK2@11@+,MARK2,4.876,1.08E-06,0.01,0.004,0.082,0.03,0.874
SCZ,ROSMAP_DLPFC,ALL.NM_016226@VPS29@12@-,VPS29,-7.7043,1.32E-14,0,0,0,0.02,0.98
SCZ,ROSMAP_DLPFC,ALL.NR_138534@CERS5@12@-,CERS5,4.207,2.59E-05,0,0.046,0,0.422,0.532
SCZ,ROSMAP_DLPFC,ALL.NM_001281731@CERS5@12@-,CERS5,4.207,2.59E-05,0,0.046,0,0.422,0.532
SCZ,ROSMAP_DLPFC,ALL.NR_104099@VPS29@12@-,VPS29,-7.1152,1.12E-12,0,0,0,0.026,0.974
SCZ,ROSMAP_DLPFC,ALL.NM_147190@CERS5@12@-,CERS5,4.207,2.59E-05,0,0.046,0,0.422,0.532
SCZ,ROSMAP_DLPFC,ALL.NM_001040429@PCDH17@13@+,PCDH17,-4.448,8.67E-06,0,0.002,0,0.921,0.076
SCZ,ROSMAP_DLPFC,ALL.NM_001098625@JKAMP@14@+,JKAMP,-4.634,3.59E-06,0,0.012,0.002,0.081,0.905
SCZ,ROSMAP_DLPFC,ALL.NR_158216@LOC105370687@14@-,LOC105370687,-4.203,2.63E-05,0,0,0,1,0
SCZ,ROSMAP_DLPFC,ALL.NM_016475@JKAMP@14@+,JKAMP,-4.634,3.59E-06,0,0.012,0.002,0.081,0.905
SCZ,ROSMAP_DLPFC,ALL.NM_001128919@MARK3@14@+,MARK3,5.545,2.93E-08,0,0,0,1,0
SCZ,ROSMAP_DLPFC,ALL.NM_001079534@CPEB1@15@-,CPEB1,-4.4163,1.00E-05,0,0,0,0.044,0.956
SCZ,ROSMAP_DLPFC,ALL.NR_027001@GOLGA2P7@15@-,GOLGA2P7,6.577,4.80E-11,0,0,0.018,0.21,0.772
SCZ,ROSMAP_DLPFC,ALL.NM_001267536@GOLGA6L4@15@+,GOLGA6L4,-5.2424,1.58E-07,0,0,0,0.322,0.678
SCZ,ROSMAP_DLPFC,ALL.NM_014630@ZNF592@15@+,ZNF592,6.98,2.95E-12,0,0,0,0.016,0.984
SCZ,ROSMAP_DLPFC,ALL.NR_158192@LOC102724135@15@-,LOC102724135,6.402,1.53E-10,0,0,0,0.459,0.541
SCZ,ROSMAP_DLPFC,ALL.NM_001110@ADAM10@15@-,ADAM10,4.557,5.19E-06,0.003,0.015,0.034,0.158,0.79
SCZ,ROSMAP_DLPFC,ALL.NR_003246@GOLGA6L5P@15@-,GOLGA6L5P,-6.4353,1.23E-10,0,0,0,0.359,0.641
SCZ,ROSMAP_DLPFC,ALL.NM_033251@RPL13@16@+,RPL13,4.49888,6.83E-06,0,0.003,0,0.871,0.126
SCZ,ROSMAP_DLPFC,ALL.NR_134583@SETD6@16@+,SETD6,-5.43712,5.41E-08,0,0.004,0,0.156,0.84
SCZ,ROSMAP_DLPFC,ALL.NM_000977@RPL13@16@+,RPL13,4.44926,8.62E-06,0,0.003,0,0.915,0.082
SCZ,ROSMAP_DLPFC,ALL.NM_003119@SPG7@16@+,SPG7,-4.244,2.20E-05,0,0.003,0.098,0.856,0.043
SCZ,ROSMAP_DLPFC,ALL.NM_001363850@SPG7@16@+,SPG7,-4.244,2.20E-05,0,0.003,0.053,0.899,0.044
SCZ,ROSMAP_DLPFC,ALL.NM_001199056@CDIP1@16@-,CDIP1,4.49764,6.87E-06,0,0.006,0,0.144,0.849
SCZ,ROSMAP_DLPFC,ALL.NM_001160305@SETD6@16@+,SETD6,-5.43712,5.41E-08,0,0.004,0,0.156,0.84
SCZ,ROSMAP_DLPFC,ALL.NM_001377267@MAPT_1@17@+,MAPT,5.3105,1.09E-07,0,0,0,0.011,0.989
SCZ,ROSMAP_DLPFC,ALL.NM_001203251@MAPT_1@17@+,MAPT,5.7224,1.05E-08,0,0,0,0.011,0.988
SCZ,ROSMAP_DLPFC,ALL.NM_001288811@ARL17A_2@17@-,ARL17A,-5.016,5.28E-07,0,0.002,0.001,0.183,0.815
SCZ,ROSMAP_DLPFC,ALL.NM_001291581@RABEP1@17@+,RABEP1,-4.542,5.57E-06,0,0.02,0,0.006,0.974
SCZ,ROSMAP_DLPFC,ALL.NM_001256299@LINC02210-CRHR1_2@17@+,LINC02210-CRHR1,5.723,1.05E-08,0.002,0,0.459,0.006,0.532
SCZ,ROSMAP_DLPFC,ALL.NR_006880@SNORD3A@17@+,SNORD3A,4.2424,2.21E-05,0,0,0,0.089,0.911
SCZ,ROSMAP_DLPFC,ALL.NM_021228@SCAF1@19@+,SCAF1,6.2511,4.07E-10,0,0,0.004,0.005,0.991
SCZ,ROSMAP_DLPFC,ALL.NM_003404@YWHAB@20@+,YWHAB,-4.859,1.18E-06,0,0.004,0,0.019,0.977
SCZ,ROSMAP_DLPFC,ALL.NR_148427@PPDPF@20@+,PPDPF,-4.517,6.26E-06,0,0.023,0,0.008,0.969
SCZ,ROSMAP_DLPFC,ALL.NM_024299@PPDPF@20@+,PPDPF,-4.377,1.20E-05,0,0.019,0,0.006,0.974
